id,Name,Fueltype,Technology,Set,Country,Capacity,lat,lon,DateIn,DateOut
mastr_SEE996417055200,mastr_SEE996417055200,Natural Gas,OCGT,PP,DE,4.003,52.455948,13.420927,2014.0,2025.0
mastr_SEE998778600532,mastr_SEE998778600532,Natural Gas,OCGT,PP,DE,4.41,50.042305,12.032874,2018.0,
mastr_SEE954086855965,mastr_SEE954086855965,Oil,steam turbine,PP,DE,106.0,53.092839,14.231664,1998.0,
mastr_SEE907389779292,mastr_SEE907389779292,Lignite,steam turbine,PP,DE,840.0,51.419203,14.567034,2000.0,
mastr_SEE995943794058,mastr_SEE995943794058,Oil,steam turbine,PP,DE,106.0,53.098691,14.23483,1998.0,
mastr_SEE929808661773,mastr_SEE929808661773,Natural Gas,OCGT,PP,DE,4.472,50.905,12.064,2018.0,
mastr_SEE900559860912,mastr_SEE900559860912,Natural Gas,OCGT,PP,DE,4.41,50.042318,12.032669,2018.0,
mastr_SEE926582462244,mastr_SEE926582462244,Natural Gas,OCGT,PP,DE,4.41,50.042327,12.033044,2018.0,
mastr_SEE982512881400,mastr_SEE982512881400,Natural Gas,OCGT,PP,DE,20.4,48.363869,10.927486,1976.0,
mastr_SEE997738174762,mastr_SEE997738174762,Oil,steam turbine,PP,DE,2.5,48.374757,10.902725,1989.0,
mastr_SEE918373264410,mastr_SEE918373264410,Natural Gas,OCGT,PP,DE,30.7,48.4009,10.93575,2004.0,
mastr_SEE940009163477,mastr_SEE940009163477,Oil,steam turbine,PP,DE,2.5,48.374757,10.902725,1989.0,
mastr_SEE942954514045,mastr_SEE942954514045,Natural Gas,OCGT,PP,DE,3.04,49.898,8.654,2014.0,
mastr_SEE961620762023,mastr_SEE961620762023,Natural Gas,OCGT,PP,DE,10.0,49.898,8.654,1999.0,
mastr_SEE911541382527,mastr_SEE911541382527,Natural Gas,OCGT,PP,DE,2.01,49.769,8.478,2013.0,
mastr_SEE985272571611,mastr_SEE985272571611,Natural Gas,OCGT,PP,DE,2.01,49.769,8.478,2013.0,
mastr_SEE964745752825,mastr_SEE964745752825,Natural Gas,OCGT,PP,DE,35.0,51.39025,6.748049,1974.0,
mastr_SEE927420302913,mastr_SEE927420302913,Natural Gas,OCGT,PP,DE,4.875,52.948,12.397,2010.0,
mastr_SEE907524301289,mastr_SEE907524301289,Oil,steam turbine,PP,DE,10.0,51.525,6.798,1954.0,
mastr_SEE921785427038,mastr_SEE921785427038,Oil,steam turbine,PP,DE,12.0,51.525,6.798,1951.0,
mastr_SEE971740147860,mastr_SEE971740147860,Oil,steam turbine,PP,DE,2.025,51.525,6.798,1949.0,
mastr_SEE956808243722,mastr_SEE956808243722,Natural Gas,OCGT,PP,DE,4.472,50.905,12.064,2018.0,
mastr_SEE984068604342,mastr_SEE984068604342,Natural Gas,OCGT,PP,DE,4.472,50.905,12.064,2018.0,
mastr_SEE948545926433,mastr_SEE948545926433,Natural Gas,OCGT,PP,DE,4.472,50.905,12.064,2018.0,
mastr_SEE957602727647,mastr_SEE957602727647,Natural Gas,OCGT,PP,DE,4.472,50.905,12.064,2018.0,
mastr_SEE949816813650,mastr_SEE949816813650,Natural Gas,OCGT,PP,DE,4.387,50.845636,12.078034,2018.0,
mastr_SEE971156902916,mastr_SEE971156902916,Natural Gas,OCGT,PP,DE,4.387,50.845636,12.078034,2018.0,
mastr_SEE904748267797,mastr_SEE904748267797,Natural Gas,OCGT,PP,DE,4.387,50.845636,12.078034,2018.0,
mastr_SEE968905685947,mastr_SEE968905685947,Natural Gas,OCGT,PP,DE,4.387,50.845636,12.078034,2018.0,
mastr_SEE942845579245,mastr_SEE942845579245,Natural Gas,OCGT,PP,DE,43.412,51.508,7.25,1975.0,
mastr_SEE900638363327,mastr_SEE900638363327,Natural Gas,OCGT,PP,DE,4.701,51.48,7.228,1989.0,
mastr_SEE939679459294,mastr_SEE939679459294,Oil,steam turbine,PP,DE,3.2,47.788183,9.62218,2012.0,
mastr_SEE908154984538,mastr_SEE908154984538,Natural Gas,OCGT,PP,DE,5.167,51.908912,8.411046,1994.0,
mastr_SEE901789931854,mastr_SEE901789931854,Natural Gas,OCGT,PP,DE,97.9,48.114,11.5555,1980.0,
mastr_SEE960916622249,mastr_SEE960916622249,Natural Gas,OCGT,PP,DE,5.167,51.908916,8.411037,1994.0,
mastr_SEE968058469012,mastr_SEE968058469012,Natural Gas,OCGT,PP,DE,5.167,51.908907,8.410816,1994.0,
mastr_SEE901925227438,mastr_SEE901925227438,Natural Gas,OCGT,PP,DE,6.358,51.908876,8.411132,1994.0,
mastr_SEE923487924884,mastr_SEE923487924884,Oil,steam turbine,PP,DE,2.0,53.481,9.979,2018.0,
mastr_SEE945217244789,mastr_SEE945217244789,Natural Gas,OCGT,PP,DE,52.451,48.189,11.596,2021.0,
mastr_SEE917096062495,mastr_SEE917096062495,Natural Gas,OCGT,PP,DE,30.16,52.956,8.225,2014.0,
mastr_SEE935680209873,mastr_SEE935680209873,Oil,steam turbine,PP,DE,9.1,50.051683,8.580048,2005.0,
mastr_SEE949907750550,mastr_SEE949907750550,Oil,steam turbine,PP,DE,8.0,50.040706,8.534299,2005.0,
mastr_SEE915885358156,mastr_SEE915885358156,Natural Gas,OCGT,PP,DE,75.2,51.390069,6.747913,2004.0,
mastr_SEE922855765289,mastr_SEE922855765289,Natural Gas,OCGT,PP,DE,75.2,51.389863,6.747734,2004.0,
mastr_SEE965660903200,mastr_SEE965660903200,Natural Gas,OCGT,PP,DE,11.5,51.0255,13.7845,2022.0,
mastr_SEE939841842152,mastr_SEE939841842152,Natural Gas,OCGT,PP,DE,4.45,53.101,7.37,2021.0,
mastr_SEE958291346201,mastr_SEE958291346201,Natural Gas,OCGT,PP,DE,6.397,49.193409,7.619477,2005.0,
mastr_SEE962734867659,mastr_SEE962734867659,Natural Gas,OCGT,PP,DE,3.15,49.863,8.681,2018.0,
mastr_SEE987970110314,mastr_SEE987970110314,Natural Gas,CCGT,PP,DE,445.0,51.673373,7.92948,2007.0,
mastr_SEE951839779134,mastr_SEE951839779134,Natural Gas,OCGT,PP,DE,9.456,54.341,10.179,2018.0,
mastr_SEE900628853036,mastr_SEE900628853036,Natural Gas,CCGT,PP,DE,445.0,51.673745,7.928453,2007.0,
mastr_SEE959940893718,mastr_SEE959940893718,Natural Gas,OCGT,PP,DE,5.62,51.878,12.65,2018.0,
mastr_SEE977397949178,mastr_SEE977397949178,Natural Gas,OCGT,PP,DE,3.5,48.496778,8.374141,1978.0,
mastr_SEE979039511675,mastr_SEE979039511675,Natural Gas,OCGT,PP,DE,2.672,53.538662,8.160183,1987.0,
mastr_SEE914931712744,mastr_SEE914931712744,Natural Gas,OCGT,PP,DE,3.2,52.906379,9.658875,2019.0,
mastr_SEE942028155815,mastr_SEE942028155815,Natural Gas,OCGT,PP,DE,2.579,54.098343,13.373625,2018.0,
mastr_SEE955802157592,mastr_SEE955802157592,Natural Gas,OCGT,PP,DE,3.2,52.904698,9.658261,2019.0,
mastr_SEE963301495572,mastr_SEE963301495572,Natural Gas,OCGT,PP,DE,6.35,52.904698,9.658261,2004.0,
mastr_SEE917943562765,mastr_SEE917943562765,Hard Coal,steam turbine,PP,DE,61.5,50.099,8.653,1990.0,
mastr_SEE977956291342,mastr_SEE977956291342,Natural Gas,OCGT,PP,DE,4.322,49.347,6.763,2016.0,
mastr_SEE915289541482,mastr_SEE915289541482,Hard Coal,steam turbine,PP,DE,61.5,50.099,8.653,1990.0,
mastr_SEE994429144455,mastr_SEE994429144455,Natural Gas,OCGT,PP,DE,110.755,50.099,8.653,1994.0,
mastr_SEE971867565370,mastr_SEE971867565370,Natural Gas,OCGT,PP,DE,70.0,50.086,8.628,2005.0,
mastr_SEE957769851605,mastr_SEE957769851605,Natural Gas,OCGT,PP,DE,39.137,50.099,8.653,2017.0,
mastr_SEE976907281142,mastr_SEE976907281142,Natural Gas,OCGT,PP,DE,39.12,51.827,12.231,1996.0,
mastr_SEE911283118750,mastr_SEE911283118750,Natural Gas,OCGT,PP,DE,38.2,54.151185,13.656585,2013.0,
mastr_SEE963398776042,mastr_SEE963398776042,Natural Gas,OCGT,PP,DE,46.5,49.885663,8.649203,2011.0,
mastr_SEE996136363488,mastr_SEE996136363488,Natural Gas,OCGT,PP,DE,46.5,49.885606,8.648995,2011.0,
mastr_SEE991633857065,mastr_SEE991633857065,Natural Gas,OCGT,PP,DE,31.0,51.951,7.64,2005.0,
mastr_SEE924909675933,mastr_SEE924909675933,Natural Gas,OCGT,PP,DE,31.0,51.951,7.64,2005.0,
mastr_SEE918583974024,mastr_SEE918583974024,Natural Gas,OCGT,PP,DE,9.456,54.341,10.179,2018.0,
mastr_SEE939823727910,mastr_SEE939823727910,Natural Gas,OCGT,PP,DE,9.456,54.341,10.179,2018.0,
mastr_SEE904076796426,mastr_SEE904076796426,Natural Gas,OCGT,PP,DE,9.456,54.341,10.179,2018.0,
mastr_SEE940475173918,mastr_SEE940475173918,Natural Gas,OCGT,PP,DE,9.456,54.341,10.179,2018.0,
mastr_SEE967544153657,mastr_SEE967544153657,Natural Gas,OCGT,PP,DE,9.456,54.341,10.179,2018.0,
mastr_SEE921059219284,mastr_SEE921059219284,Natural Gas,OCGT,PP,DE,9.456,54.341,10.179,2018.0,
mastr_SEE934242259776,mastr_SEE934242259776,Natural Gas,OCGT,PP,DE,9.456,54.341,10.179,2018.0,
mastr_SEE916435406600,mastr_SEE916435406600,Natural Gas,OCGT,PP,DE,9.456,54.341,10.179,2018.0,
mastr_SEE985206646330,mastr_SEE985206646330,Natural Gas,OCGT,PP,DE,9.456,54.341,10.179,2018.0,
mastr_SEE916115669219,mastr_SEE916115669219,Natural Gas,OCGT,PP,DE,9.456,54.341,10.179,2018.0,
mastr_SEE953574430066,mastr_SEE953574430066,Natural Gas,OCGT,PP,DE,9.456,54.341,10.179,2018.0,
mastr_SEE905939296770,mastr_SEE905939296770,Natural Gas,OCGT,PP,DE,9.456,54.341,10.179,2018.0,
mastr_SEE941552924256,mastr_SEE941552924256,Natural Gas,OCGT,PP,DE,9.456,54.341,10.179,2018.0,
mastr_SEE937791832391,mastr_SEE937791832391,Natural Gas,OCGT,PP,DE,9.456,54.341,10.179,2018.0,
mastr_SEE932569905017,mastr_SEE932569905017,Natural Gas,OCGT,PP,DE,9.456,54.341,10.179,2018.0,
mastr_SEE979353792927,mastr_SEE979353792927,Natural Gas,OCGT,PP,DE,9.456,54.341,10.179,2018.0,
mastr_SEE994826833730,mastr_SEE994826833730,Natural Gas,OCGT,PP,DE,9.456,54.341,10.179,2018.0,
mastr_SEE987324322059,mastr_SEE987324322059,Natural Gas,OCGT,PP,DE,9.456,54.341,10.179,2018.0,
mastr_SEE963125615224,mastr_SEE963125615224,Natural Gas,OCGT,PP,DE,9.456,54.341,10.179,2018.0,
mastr_SEE971441182924,mastr_SEE971441182924,Natural Gas,OCGT,PP,DE,2.579,54.098202,13.373537,2018.0,
mastr_SEE964447287038,mastr_SEE964447287038,Natural Gas,OCGT,PP,DE,4.894,54.07,13.398,1996.0,
mastr_SEE915645322953,mastr_SEE915645322953,Natural Gas,OCGT,PP,DE,23.0,51.018355,11.039645,1999.0,
mastr_SEE927924791114,mastr_SEE927924791114,Natural Gas,OCGT,PP,DE,5.553,52.062,8.341,2014.0,
mastr_SEE967909872162,mastr_SEE967909872162,Natural Gas,OCGT,PP,DE,9.5,50.79,6.051,2018.0,
mastr_SEE982138852266,mastr_SEE982138852266,Natural Gas,OCGT,PP,DE,4.162,54.07,13.398,2020.0,
mastr_SEE953611260939,mastr_SEE953611260939,Natural Gas,OCGT,PP,DE,4.1353,54.07,13.398,2022.0,
mastr_SEE945555680355,mastr_SEE945555680355,Hard Coal,steam turbine,PP,DE,3.25,50.240719,11.719898,1989.0,
mastr_SEE941998514134,mastr_SEE941998514134,Natural Gas,OCGT,PP,DE,5.15,52.618982,6.863816,1996.0,
mastr_SEE912906399075,mastr_SEE912906399075,Natural Gas,OCGT,PP,DE,75.185,49.984,10.654,2017.0,
mastr_SEE995077047419,mastr_SEE995077047419,Natural Gas,OCGT,PP,DE,90.784,49.068,8.302,2007.0,
mastr_SEE924373150776,mastr_SEE924373150776,Natural Gas,OCGT,PP,DE,23.0,51.018295,11.039289,1999.0,
mastr_SEE959229794460,mastr_SEE959229794460,Natural Gas,OCGT,PP,DE,34.0,51.0186,11.039319,1999.0,
mastr_SEE997242656822,mastr_SEE997242656822,Natural Gas,OCGT,PP,DE,33.0,51.018416,11.040481,2014.0,
mastr_SEE960317505882,mastr_SEE960317505882,Oil,steam turbine,PP,DE,23.2,47.752,11.84,1982.0,
mastr_SEE925076352665,mastr_SEE925076352665,Oil,steam turbine,PP,DE,23.2,47.752,11.84,1982.0,
mastr_SEE981924913907,mastr_SEE981924913907,Oil,steam turbine,PP,DE,23.2,47.752,11.84,1982.0,
mastr_SEE905937514456,mastr_SEE905937514456,Oil,steam turbine,PP,DE,23.2,47.752,11.84,1982.0,
mastr_SEE960352714492,mastr_SEE960352714492,Natural Gas,OCGT,PP,DE,27.6,51.269,7.2,2005.0,
mastr_SEE978399772948,mastr_SEE978399772948,Natural Gas,OCGT,PP,DE,27.6,51.269,7.2,2005.0,
mastr_SEE968471468838,mastr_SEE968471468838,Natural Gas,OCGT,PP,DE,29.2,51.269,7.2,2005.0,
mastr_SEE994055644299,mastr_SEE994055644299,Natural Gas,OCGT,PP,DE,2.619,51.269,7.2,2017.0,
mastr_SEE974614556782,mastr_SEE974614556782,Oil,steam turbine,PP,DE,2.0,48.082695,9.807812,2014.0,
mastr_SEE925959657818,mastr_SEE925959657818,Oil,steam turbine,PP,DE,2.0,48.082611,9.807857,2014.0,
mastr_SEE938726635711,mastr_SEE938726635711,Oil,steam turbine,PP,DE,2.0,48.082641,9.807824,2014.0,
mastr_SEE999181532861,mastr_SEE999181532861,Natural Gas,OCGT,PP,DE,5.424,54.327,10.126,2005.0,
mastr_SEE920193460095,mastr_SEE920193460095,Natural Gas,OCGT,PP,DE,5.424,54.327,10.126,2005.0,
mastr_SEE989392899242,mastr_SEE989392899242,Natural Gas,OCGT,PP,DE,5.336,54.327,10.126,2014.0,
mastr_SEE939329445868,mastr_SEE939329445868,Natural Gas,OCGT,PP,DE,5.336,54.327,10.126,2014.0,
mastr_SEE930139512894,mastr_SEE930139512894,Natural Gas,OCGT,PP,DE,5.488,51.695,9.988,2015.0,
mastr_SEE938449433663,mastr_SEE938449433663,Natural Gas,OCGT,PP,DE,7.2,48.790773,11.475952,1964.0,
mastr_SEE919705721878,mastr_SEE919705721878,Natural Gas,OCGT,PP,DE,4.3,51.897017,7.653278,2015.0,
mastr_SEE907667929555,mastr_SEE907667929555,Natural Gas,OCGT,PP,DE,11.5,51.086773,13.764808,2018.0,
mastr_SEE985036646654,mastr_SEE985036646654,Natural Gas,OCGT,PP,DE,11.5,51.0255,13.7845,2022.0,
mastr_SEE930647914081,mastr_SEE930647914081,Natural Gas,OCGT,PP,DE,11.5,51.0255,13.7845,2022.0,
mastr_SEE962395118756,mastr_SEE962395118756,Natural Gas,OCGT,PP,DE,11.5,51.0255,13.7845,2022.0,
mastr_SEE924562445072,mastr_SEE924562445072,Natural Gas,OCGT,PP,DE,11.5,51.0255,13.7845,2022.0,
mastr_SEE963438570067,mastr_SEE963438570067,Natural Gas,OCGT,PP,DE,11.5,51.0255,13.7845,2022.0,
mastr_SEE939899660715,mastr_SEE939899660715,Natural Gas,OCGT,PP,DE,11.5,51.0255,13.7845,2022.0,
mastr_SEE923793340132,mastr_SEE923793340132,Natural Gas,OCGT,PP,DE,11.5,51.0255,13.7845,2022.0,
mastr_SEE987113516188,mastr_SEE987113516188,Natural Gas,OCGT,PP,DE,4.472,51.429386,6.751171,2023.0,
mastr_SEE974767618801,mastr_SEE974767618801,Natural Gas,OCGT,PP,DE,4.472,51.429385,6.75112,2023.0,
mastr_SEE923129957027,mastr_SEE923129957027,Natural Gas,OCGT,PP,DE,4.472,51.42942,6.751135,2023.0,
mastr_SEE915375007878,mastr_SEE915375007878,Natural Gas,OCGT,PP,DE,4.472,51.429388,6.751196,2023.0,
mastr_SEE959044776498,mastr_SEE959044776498,Natural Gas,OCGT,PP,DE,4.472,51.429401,6.751127,2023.0,
mastr_SEE953987748918,mastr_SEE953987748918,Natural Gas,OCGT,PP,DE,4.472,51.429375,6.7513,2023.0,
mastr_SEE930277153294,mastr_SEE930277153294,Natural Gas,OCGT,PP,DE,4.472,51.429403,6.751153,2023.0,
mastr_SEE983237534152,mastr_SEE983237534152,Natural Gas,OCGT,PP,DE,29.989,51.068,6.847,2022.0,
mastr_SEE961029163353,mastr_SEE961029163353,Hard Coal,steam turbine,PP,DE,746.0,51.612,7.464,2013.0,
mastr_SEE931408028726,mastr_SEE931408028726,Natural Gas,OCGT,PP,DE,4.223,51.832388,6.230922,1998.0,
mastr_SEE997725512430,mastr_SEE997725512430,Natural Gas,OCGT,PP,DE,2.141,52.292335,13.617115,2018.0,
mastr_SEE964073339897,mastr_SEE964073339897,Natural Gas,OCGT,PP,DE,13.21,52.606625,11.834299,2018.0,
mastr_SEE943871073608,mastr_SEE943871073608,Oil,steam turbine,PP,DE,2.2,49.916,11.609,2016.0,
mastr_SEE911159574314,mastr_SEE911159574314,Natural Gas,OCGT,PP,DE,4.404,49.405,11.13,2021.0,
mastr_SEE985143270643,mastr_SEE985143270643,Natural Gas,OCGT,PP,DE,2.622,48.386228,10.013205,2021.0,
mastr_SEE979426528330,mastr_SEE979426528330,Natural Gas,OCGT,PP,DE,2.622,48.386,10.013,2021.0,
mastr_SEE939917723934,mastr_SEE939917723934,Natural Gas,OCGT,PP,DE,2.622,48.386,10.013,2021.0,
mastr_SEE965203033722,mastr_SEE965203033722,Natural Gas,OCGT,PP,DE,2.622,48.386,10.013,2021.0,
mastr_SEE904416439679,mastr_SEE904416439679,Natural Gas,OCGT,PP,DE,2.188,53.574464,8.599027,2004.0,
mastr_SEE923401813959,mastr_SEE923401813959,Natural Gas,OCGT,PP,DE,185.0,52.423388,13.309598,2019.0,
mastr_SEE923239878946,mastr_SEE923239878946,Oil,steam turbine,PP,DE,2.0,53.705967,9.994197,2014.0,
mastr_SEE959343099212,mastr_SEE959343099212,Natural Gas,OCGT,PP,DE,102.0,52.194951,8.648754,1981.0,
mastr_SEE986145450682,mastr_SEE986145450682,Oil,steam turbine,PP,DE,4.8,51.51888,6.57642,1997.0,
mastr_SEE952372080091,mastr_SEE952372080091,Natural Gas,CCGT,PP,DE,333.0,48.180641,11.637754,1991.0,
mastr_SEE946583344691,mastr_SEE946583344691,Natural Gas,OCGT,PP,DE,4.5,48.648357,12.47064,2019.0,
mastr_SEE905023260298,mastr_SEE905023260298,Natural Gas,OCGT,PP,DE,4.457,47.851362,12.091774,2022.0,
mastr_SEE918837760854,mastr_SEE918837760854,Natural Gas,OCGT,PP,DE,3.902,52.856627,9.694467,1995.0,
mastr_SEE918100281437,mastr_SEE918100281437,Natural Gas,OCGT,PP,DE,4.5,48.648357,12.47064,2019.0,
mastr_SEE934382180466,mastr_SEE934382180466,Natural Gas,OCGT,PP,DE,2.5,51.165333,13.502118,2022.0,
mastr_SEE923615824710,mastr_SEE923615824710,Natural Gas,OCGT,PP,DE,4.45,51.165333,13.502118,2021.0,
mastr_SEE925723270861,mastr_SEE925723270861,Natural Gas,OCGT,PP,DE,4.225,48.667688,10.150973,2014.0,
mastr_SEE942581404276,mastr_SEE942581404276,Natural Gas,OCGT,PP,DE,4.225,48.667688,10.150973,2014.0,
mastr_SEE999306148830,mastr_SEE999306148830,Natural Gas,OCGT,PP,DE,4.225,48.667688,10.150973,2014.0,
mastr_SEE908119179962,mastr_SEE908119179962,Natural Gas,OCGT,PP,DE,3.725,48.667688,10.150973,1999.0,
mastr_SEE964121468647,mastr_SEE964121468647,Natural Gas,OCGT,PP,DE,3.729,48.667688,10.150973,2004.0,
mastr_SEE929826629465,mastr_SEE929826629465,Natural Gas,OCGT,PP,DE,12.75,49.443358,7.57021,2018.0,
mastr_SEE979779484642,mastr_SEE979779484642,Natural Gas,OCGT,PP,DE,53.0,49.224142,7.014908,1988.0,
mastr_SEE975188536989,mastr_SEE975188536989,Natural Gas,OCGT,PP,DE,40.0,49.224142,7.014908,2005.0,
mastr_SEE942369834141,mastr_SEE942369834141,Natural Gas,OCGT,PP,DE,21.06,50.987579,7.126182,1989.0,
mastr_SEE961057667205,mastr_SEE961057667205,Natural Gas,OCGT,PP,DE,10.37,49.810859,9.011609,2017.0,
mastr_SEE942982288260,mastr_SEE942982288260,Natural Gas,CCGT,PP,DE,417.0,51.403617,7.415651,2007.0,
mastr_SEE914438115895,mastr_SEE914438115895,Natural Gas,OCGT,PP,DE,56.845,51.457551,11.991449,2020.0,
mastr_SEE901050642113,mastr_SEE901050642113,Natural Gas,OCGT,PP,DE,57.322,51.457551,11.991449,2020.0,
mastr_SEE920571907488,mastr_SEE920571907488,Natural Gas,OCGT,PP,DE,4.345,53.596521,9.906622,2017.0,
mastr_SEE946568262484,mastr_SEE946568262484,Natural Gas,OCGT,PP,DE,57.144,51.457551,11.991449,2020.0,
mastr_SEE909190750385,mastr_SEE909190750385,Natural Gas,OCGT,PP,DE,4.35,51.55133,9.940983,2017.0,
mastr_SEE943766131437,mastr_SEE943766131437,Hard Coal,steam turbine,PP,DE,14.2,50.029986,10.224193,1990.0,
mastr_SEE992980224760,mastr_SEE992980224760,Natural Gas,OCGT,PP,DE,4.39,52.426982,13.528132,2023.0,
mastr_SEE973250051972,mastr_SEE973250051972,Natural Gas,OCGT,PP,DE,18.8,51.553835,9.933798,1998.0,
mastr_SEE921719152937,mastr_SEE921719152937,Natural Gas,OCGT,PP,DE,5.356,49.3077,7.351834,2017.0,
mastr_SEE925568713561,mastr_SEE925568713561,Natural Gas,OCGT,PP,DE,2.055,49.406897,8.649505,2023.0,
mastr_SEE951582148140,mastr_SEE951582148140,Natural Gas,OCGT,PP,DE,9.93,50.027031,8.2409,2020.0,
mastr_SEE995184160995,mastr_SEE995184160995,Natural Gas,OCGT,PP,DE,2.13,51.403627,7.41565,2014.0,
mastr_SEE987407788451,mastr_SEE987407788451,Natural Gas,OCGT,PP,DE,126.0,51.412889,7.487861,1981.0,2025.0
mastr_SEE972461974179,mastr_SEE972461974179,Natural Gas,OCGT,PP,DE,121.0,51.412889,7.487861,1981.0,2025.0
mastr_SEE998526561375,mastr_SEE998526561375,Natural Gas,OCGT,PP,DE,18.9034,53.578199,11.397351,1994.0,
mastr_SEE958702894895,mastr_SEE958702894895,Natural Gas,OCGT,PP,DE,6.0,53.653939,11.371742,1994.0,
mastr_SEE911202451180,mastr_SEE911202451180,Oil,steam turbine,PP,DE,98.0,51.275528,7.704482,1975.0,
mastr_SEE905035807238,mastr_SEE905035807238,Natural Gas,OCGT,PP,DE,60.0,52.39461,12.41795,1994.0,
mastr_SEE902267138956,mastr_SEE902267138956,Natural Gas,OCGT,PP,DE,60.0,52.39461,12.41795,1994.0,
mastr_SEE963827374382,mastr_SEE963827374382,Natural Gas,OCGT,PP,DE,56.0,52.39461,12.41795,1994.0,
mastr_SEE930142468621,mastr_SEE930142468621,Natural Gas,OCGT,PP,DE,3.352,48.711964,10.775026,2013.0,
mastr_SEE907282834715,mastr_SEE907282834715,Natural Gas,OCGT,PP,DE,55.3,51.685476,7.099389,2022.0,
mastr_SEE986097297199,mastr_SEE986097297199,Natural Gas,OCGT,PP,DE,100.0,51.864578,11.573165,1997.0,
mastr_SEE982121115651,mastr_SEE982121115651,Oil,steam turbine,PP,DE,2.08,54.046511,6.466858,2013.0,
mastr_SEE962697732452,mastr_SEE962697732452,Oil,steam turbine,PP,DE,2.08,54.046511,6.466858,2013.0,
mastr_SEE920560912882,mastr_SEE920560912882,Natural Gas,OCGT,PP,DE,52.768,48.189,11.596,2021.0,
mastr_SEE948440660357,mastr_SEE948440660357,Natural Gas,OCGT,PP,DE,3.35162,47.779938,9.605084,2016.0,
mastr_SEE956368374584,mastr_SEE956368374584,Natural Gas,OCGT,PP,DE,4.53,49.725126,6.609922,2010.0,2025.0
mastr_SEE926120377375,mastr_SEE926120377375,Natural Gas,OCGT,PP,DE,25.4,48.783822,11.761824,1996.0,
mastr_SEE935748489162,mastr_SEE935748489162,Natural Gas,OCGT,PP,DE,2.122,50.567986,8.679083,2016.0,
mastr_SEE941722668867,mastr_SEE941722668867,Natural Gas,OCGT,PP,DE,2.122,50.56803,8.678837,2016.0,
mastr_SEE987512757786,mastr_SEE987512757786,Natural Gas,OCGT,PP,DE,88.11,52.163396,14.632419,1954.0,
mastr_SEE974206815730,mastr_SEE974206815730,Oil,steam turbine,PP,DE,7.3,49.052845,8.336391,1995.0,
mastr_SEE974018310478,mastr_SEE974018310478,Lignite,steam turbine,PP,DE,9.2,52.295258,8.024283,1962.0,
mastr_SEE916030519361,mastr_SEE916030519361,Oil,steam turbine,PP,DE,7.3,49.052845,8.336391,1995.0,
mastr_SEE909106315790,mastr_SEE909106315790,Oil,steam turbine,PP,DE,13.5,49.052845,8.336391,1995.0,
mastr_SEE902096864651,mastr_SEE902096864651,Oil,steam turbine,PP,DE,11.3,49.052845,8.336391,1995.0,
mastr_SEE914187135533,mastr_SEE914187135533,Oil,steam turbine,PP,DE,11.3,49.052845,8.336391,1995.0,
mastr_SEE937538401125,mastr_SEE937538401125,Oil,steam turbine,PP,DE,12.7,49.052845,8.336391,1995.0,
mastr_SEE955482235511,mastr_SEE955482235511,Oil,steam turbine,PP,DE,12.7,49.052845,8.336391,1995.0,
mastr_SEE912912423627,mastr_SEE912912423627,Oil,steam turbine,PP,DE,18.9,49.052845,8.336391,1995.0,
mastr_SEE981118934404,mastr_SEE981118934404,Natural Gas,OCGT,PP,DE,4.114,52.461989,13.452844,2002.0,
mastr_SEE901246020381,mastr_SEE901246020381,Natural Gas,OCGT,PP,DE,10.003,50.800018,10.221047,2018.0,
mastr_SEE909727831365,mastr_SEE909727831365,Natural Gas,OCGT,PP,DE,9.829,50.800018,10.221047,1993.0,
mastr_SEE983509659989,mastr_SEE983509659989,Natural Gas,OCGT,PP,DE,9.93,50.027031,8.2409,2020.0,
mastr_SEE947865403754,mastr_SEE947865403754,Natural Gas,OCGT,PP,DE,6.678,48.816009,10.132319,2009.0,
mastr_SEE981258814888,mastr_SEE981258814888,Oil,steam turbine,PP,DE,45.2,54.155371,9.077155,1962.0,
mastr_SEE970793882384,mastr_SEE970793882384,Oil,steam turbine,PP,DE,2.08,50.574971,8.666137,2010.0,
mastr_SEE981795600234,mastr_SEE981795600234,Natural Gas,OCGT,PP,DE,4.343,47.774064,11.371261,2016.0,
mastr_SEE949085992346,mastr_SEE949085992346,Natural Gas,OCGT,PP,DE,17.21,48.697777,8.999398,1963.0,
mastr_SEE930159654734,mastr_SEE930159654734,Oil,steam turbine,PP,DE,98.0,51.275528,7.704482,1975.0,
mastr_SEE985842749525,mastr_SEE985842749525,Lignite,steam turbine,PP,DE,500.0,51.411378,14.561926,1979.0,
mastr_SEE908125004449,mastr_SEE908125004449,Lignite,steam turbine,PP,DE,500.0,51.411378,14.561926,1980.0,
mastr_SEE968582186379,mastr_SEE968582186379,Lignite,steam turbine,PP,DE,630.0,51.411378,14.561926,2012.0,
mastr_SEE938337436349,mastr_SEE938337436349,Lignite,steam turbine,PP,DE,755.0,51.531359,14.348723,1997.0,
mastr_SEE952672318108,mastr_SEE952672318108,Lignite,steam turbine,PP,DE,755.0,51.531359,14.348723,1998.0,
mastr_SEE991817093418,mastr_SEE991817093418,Lignite,steam turbine,PP,DE,500.0,51.835981,14.453465,1981.0,
mastr_SEE938669585906,mastr_SEE938669585906,Lignite,steam turbine,PP,DE,500.0,51.835981,14.453465,1982.0,
